instancia,ciclo_ajustado,ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,ciclo_sequencial
1008,9,27.724,1.732,2887.8,0.003,9.643,190.52,0,0,0,9.017,8.941,0,45.473,50.539,48.02,41.324,0.687,15
1008,10,27.676,1.731,2537.8,13.275,9.628,152.32,123.77,3.656,0,9.005,8.926,67.882,45.375,50.469,48.023,41.34,0.686,16
1008,11,27.681,1.734,2263.8,7.634,9.62,143.6,117.94,2.117,0,9.039,8.963,67.882,45.383,50.469,48.031,41.352,0.637,17
1008,12,27.71,1.732,2259.8,7.643,9.617,143.3,117.68,2.055,0,9.057,8.98,66.43,45.391,50.484,48.016,41.34,0.614,18
1008,13,27.905,1.745,2259.8,7.631,9.632,143.6,117.89,2.031,0,9.016,8.946,66.43,45.383,50.484,48.02,41.352,0.621,19
1008,14,27.798,1.731,2263.8,7.645,9.632,143.15,117.52,2.156,0,8.988,8.913,66.313,45.469,50.523,48.02,41.355,0.629,20
1008,15,27.744,1.733,2261.4,7.624,9.622,143.26,117.87,1.977,0,9.017,8.941,66.313,45.551,50.551,48.02,41.352,0.622,21
1008,16,27.854,1.739,2255.6,7.648,9.627,143.37,117.7,2.008,0,9.055,8.974,66.366,45.566,50.539,48.02,41.355,0.612,22
1008,17,28.102,1.761,2257.6,7.638,9.649,143.55,117.94,2.141,0,9.067,8.983,66.366,45.566,50.551,48.113,41.34,0.595,23
1008,18,28.053,1.754,2261.4,7.589,9.664,143.57,118.01,2.156,0,9.03,8.967,66.331,45.633,50.562,48.113,41.352,0.59,24
1008,19,27.97,1.755,2256,7.644,9.648,143.17,117.78,2.008,0,9.021,8.95,66.331,45.629,50.559,48.098,41.355,0.588,25
1008,20,28.051,1.761,2395.4,7.584,9.637,153.53,128.28,1.937,0,9.067,8.977,58.202,45.723,50.578,48.117,41.355,0.598,26
1008,21,28.115,1.757,2395.8,7.571,9.629,153.38,127.92,2.047,0,9.067,9,58.202,45.723,50.562,48.098,41.328,0.604,27
1008,22,28.027,1.753,2391.8,7.632,9.653,153.3,127.73,1.922,0,9.05,8.962,67.321,45.723,50.617,48.105,41.344,0.616,28
1008,23,28.002,1.754,2397.6,7.662,9.68,153.41,127.82,1.953,0,9.012,8.933,67.321,45.742,50.641,48.105,41.34,0.639,29
1008,24,27.749,1.731,2395.6,7.442,9.629,153.31,127.47,2.031,0,9.014,8.943,67.05,45.727,50.621,48.023,41.344,0.637,30
2177,1,46.348,2.142,2928.8,0,10.15,191.7,0.266,0,10.203,9.962,9.837,68.36,35.504,41.141,38.371,30.527,0.558,31
2177,2,46.472,2.141,2939.4,0.003,10.176,191.49,0,0,10.18,9.947,9.822,0,35.488,41.148,38.359,30.539,0.58,32
2177,3,46.453,2.14,2939.8,0.003,10.187,191.48,0,0,10.151,9.917,9.806,0,35.426,41.07,38.359,30.539,0.58,33
2177,4,46.336,2.143,2937.8,0.001,10.163,191.51,0,0,10.179,9.958,9.842,0,35.422,41.07,38.352,30.547,0.576,34
2177,5,46.384,2.14,2937.8,0,10.174,191.57,0,0,10.201,9.965,9.843,0,35.328,41.066,38.336,30.535,0.572,35
2177,6,46.43,2.145,2939.8,0.001,10.18,191.49,0,0,10.152,9.92,9.788,0,35.242,41.066,38.352,30.535,0.573,36
2177,7,46.348,2.142,2939.8,0,10.166,191.51,0,0,10.165,9.94,9.823,0,35.254,41.055,38.348,30.539,0.576,37
2177,8,46.348,2.147,2941.6,0.001,10.13,191.51,0,0,10.163,9.946,9.832,0,35.145,41.055,38.352,30.539,0.571,38
2177,9,46.43,2.139,2943.6,0,10.158,191.44,0,0,10.138,9.903,9.778,0,35.156,41.031,38.348,30.535,0.566,39
2177,10,46.14,2.128,2571,12.308,10.136,153.22,125.01,3.547,10.148,9.91,9.784,55.352,35.176,40.988,38.387,30.574,0.589,40
2177,11,46.305,2.135,2348,8.063,10.133,147.02,120.53,2.484,10.162,9.941,9.812,55.352,35.168,40.973,38.375,30.562,0.558,41
2177,12,46.152,2.128,2341.8,7.846,10.165,146.96,120.94,2.445,10.121,9.899,9.772,68.299,35.172,40.906,38.352,30.562,0.542,42
2177,13,46.256,2.129,2341.8,7.904,10.132,146.77,120.79,2.406,10.13,9.89,9.767,68.299,35.16,41.039,38.359,30.562,0.534,43
2177,14,46.268,2.154,2340,8.053,10.121,146.88,120.61,2.297,10.157,9.939,9.823,68.161,35.25,41.004,38.344,30.562,0.526,44
2177,15,46.539,2.153,2341.6,7.783,10.171,146.75,120.72,2.383,10.141,9.925,9.799,68.161,35.254,41.027,38.441,30.551,0.522,45
2177,16,46.541,2.153,2341.8,7.91,10.184,146.7,120.74,2.281,10.138,9.905,9.788,68.224,35.32,41.043,38.426,30.555,0.517,46
2177,17,46.774,2.177,2339.6,8.059,10.156,146.63,120.45,2.273,10.184,9.948,9.823,68.224,35.316,41.043,38.52,30.551,0.526,47
2177,18,46.81,2.179,2343.6,7.808,10.153,146.86,120.9,2.219,10.149,9.939,9.811,67.775,35.328,41.047,38.508,30.562,0.515,48
2177,19,46.896,2.192,2339.8,7.917,10.183,146.64,120.56,2.359,10.125,9.913,9.786,67.775,35.414,41.055,38.562,30.555,0.515,49
2177,20,46.847,2.191,2473.6,7.856,10.179,156.48,130.59,2.32,10.189,9.946,9.818,57.963,35.41,41.012,38.539,30.566,0.532,50
2177,21,46.859,2.185,2470,8.03,10.147,156.56,130.59,2.297,10.187,9.953,9.837,57.963,35.414,41.043,38.562,30.566,0.542,51
2177,22,47.088,2.205,2473.8,7.724,10.176,156.49,130.28,2.391,10.13,9.913,9.797,68.93,35.402,40.957,38.523,30.551,0.554,52
2177,23,47.053,2.206,2475.6,7.701,10.163,156.58,130.69,2.25,10.158,9.94,9.825,68.93,35.402,41.055,38.602,30.562,0.549,53
2177,24,47.008,2.202,2470,7.871,10.154,156.59,130.61,2.297,10.204,9.964,9.843,69.073,35.426,41.047,38.547,30.555,0.548,54
2177,25,46.79,2.184,2475.6,7.859,10.18,156.68,130.51,2.406,10.16,9.922,9.787,69.073,35.5,41.07,38.594,30.562,0.55,55
2177,26,46.949,2.196,2473.8,7.973,10.163,156.57,130.43,2.328,10.139,9.923,9.805,68.88,35.422,41.047,38.547,30.566,0.558,56
2177,27,46.789,2.178,2474,7.682,10.167,156.49,130.38,2.43,10.184,9.96,9.837,68.88,35.422,41.059,38.52,30.566,0.553,57
2177,28,46.728,2.177,2475.6,7.737,10.172,156.56,130.54,2.305,10.166,9.928,9.812,68.965,35.508,41.07,38.52,30.562,0.557,58
2177,29,46.81,2.186,2473.8,7.839,10.186,156.52,130.55,2.328,10.163,9.928,9.807,68.965,35.414,41.055,38.512,30.562,0.561,59
2177,30,46.752,2.185,2615.4,7.756,10.16,166.54,140.65,2.352,10.173,9.959,9.842,59.648,35.5,41.066,38.512,30.562,0.569,60
1667,1,47.206,2.155,2920,0,10.179,191.6,0.094,0,9.734,9.967,9.846,67.672,35.648,41.316,38.445,30.613,0.558,1
1667,2,47.446,2.146,2953.2,0.003,10.208,191.62,0,0,9.684,9.931,9.812,0,35.68,41.312,38.414,30.605,0.568,2
1667,3,47.156,2.148,2951.2,0,10.182,191.54,0,0,9.705,9.932,9.81,0,35.598,41.328,38.414,30.602,0.576,3
1667,4,47.301,2.175,2952,0.001,10.181,191.46,0,0,9.729,9.974,9.853,0,35.508,41.25,38.426,30.605,0.58,4
1667,5,47.594,2.182,2951.8,0.001,10.224,191.44,0,0,9.729,9.95,9.828,0,35.516,41.262,38.508,30.613,0.581,5
1667,6,47.463,2.165,2952.2,0,10.196,191.46,0,0,9.67,9.918,9.802,0,35.422,41.242,38.496,30.605,0.584,6
1667,7,47.537,2.17,2951.4,0.003,10.182,191.55,0,0,9.727,9.95,9.825,0,35.414,41.211,38.508,30.613,0.585,7
1667,8,47.594,2.171,2951.8,0,10.186,191.44,0,0,9.701,9.955,9.84,0,35.328,41.18,38.5,30.621,0.589,8
1667,9,47.202,2.149,2952,0.001,10.182,191.48,0,0,9.678,9.91,9.772,0,35.32,41.148,38.512,30.621,0.586,9
1667,10,47.136,2.129,2531.4,11.736,10.181,152.84,124.69,3.531,10.132,9.908,9.794,68.925,35.242,41.129,38.418,30.633,0.593,10
1667,11,47.169,2.135,2366.8,8.138,10.18,147.06,121.02,2.391,10.171,9.931,9.823,68.925,35.254,41.137,38.445,30.652,0.578,11
1667,12,47.147,2.142,2358.6,8.064,10.169,146.81,120.65,2.414,10.146,9.912,9.801,68.201,35.25,41.129,38.445,30.629,0.556,12
1667,13,47.131,2.129,2357.2,7.863,10.174,146.66,120.49,2.328,10.097,9.88,9.769,68.201,35.25,41.141,38.512,30.641,0.554,13
1667,14,47.408,2.159,2355.4,7.833,10.167,146.69,120.81,2.32,10.154,9.923,9.809,67.616,35.332,41.137,38.508,30.633,0.542,14
1667,15,47.359,2.153,2354,7.934,10.176,146.76,120.51,2.375,10.163,9.941,9.822,67.616,35.332,41.148,38.52,30.645,0.546,15
1667,16,47.655,2.184,2355.6,7.993,10.192,146.53,120.57,2.445,10.148,9.914,9.792,67.633,35.414,41.156,38.531,30.629,0.541,16
1667,17,47.138,2.169,2352.2,7.817,10.169,146.66,120.72,2.273,10.149,9.92,9.802,67.633,35.414,41.148,38.559,30.641,0.526,17
1667,18,47.382,2.183,2355.2,7.953,10.187,146.69,120.52,2.352,10.169,9.957,9.839,67.525,35.402,41.148,38.613,30.641,0.514,18
1142,1,27.59,1.737,2791.2,0.005,9.69,190.52,0.195,0,0,9.154,9.075,66.521,44.687,49.723,46.926,40.254,0.615,19
1142,2,27.505,1.742,2895.8,0,9.675,190.56,0,0,0,9.164,9.08,0,44.605,49.707,46.914,40.246,0.628,20
1142,3,27.558,1.744,2899.6,0,9.689,190.77,0,0,0,9.147,9.058,0,44.609,49.691,46.918,40.246,0.664,21
1142,4,27.608,1.742,2901.6,0,9.707,190.63,0,0,0,9.112,9.022,0,44.531,49.613,46.918,40.254,0.689,22
1142,5,27.405,1.745,2897.8,0.001,9.697,190.63,0,0,0,9.134,9.043,0,44.43,49.609,46.91,40.238,0.683,23
1142,6,27.439,1.743,2899.8,0,9.69,190.69,0,0,0,9.172,9.09,0,44.449,49.57,46.926,40.242,0.676,24
1142,7,27.494,1.744,2898,0.001,9.689,190.65,0,0,0,9.171,9.082,0,44.449,49.555,46.93,40.242,0.679,25
1142,8,27.381,1.741,2897.8,0,9.71,190.55,0,0,0,9.125,9.045,0,44.363,49.555,46.91,40.258,0.685,26
1142,9,27.538,1.744,2897.8,0,9.687,190.56,0,0,0,9.097,9.014,0,44.301,49.543,46.902,40.254,0.692,27
1142,10,27.441,1.736,2592.2,13.181,9.686,152.43,123.52,3.664,0,9.132,9.045,66.277,44.25,49.488,46.926,40.273,0.673,28
1142,11,27.445,1.731,2290,7.863,9.673,144.01,118.2,2.133,0,9.159,9.077,66.277,44.297,49.383,46.937,40.27,0.631,29
1142,12,27.538,1.737,2274,7.824,9.68,143.76,117.99,2.141,0,9.141,9.063,67.005,44.297,49.473,46.914,40.258,0.61,30
1142,13,27.394,1.733,2279,7.731,9.687,143.68,117.99,2.008,0,9.104,9.01,67.005,44.289,49.473,46.91,40.27,0.608,31
1142,14,27.477,1.73,2275.8,7.608,9.694,143.73,117.91,2.062,0,9.101,9.017,66.374,44.289,49.504,46.91,40.273,0.612,32
1142,15,27.457,1.735,2273.8,7.733,9.708,143.47,118.06,2.133,0,9.139,9.057,66.374,44.371,49.547,46.914,40.266,0.61,33
1142,16,27.452,1.738,2271.8,7.634,9.677,143.68,117.96,2.109,0,9.158,9.075,66.259,44.461,49.547,46.937,40.285,0.599,34
1142,17,27.829,1.763,2273.6,7.573,9.69,143.63,118.07,2.047,0,9.141,9.058,66.259,44.461,49.531,46.914,40.273,0.587,35
1142,18,27.587,1.755,2271.8,7.705,9.713,143.56,117.84,2.055,0,9.117,9.031,66.15,44.457,49.535,46.992,40.27,0.587,36
1142,19,27.686,1.761,2270,7.696,9.712,143.55,117.98,2.062,0,9.132,9.038,66.15,44.445,49.527,46.996,40.266,0.59,37
1142,20,27.674,1.762,2409.4,7.474,9.684,153.76,128.23,2,0,9.176,9.092,52.769,44.523,49.527,47.004,40.273,0.592,38
1142,21,27.715,1.76,2409.6,7.679,9.701,153.76,128.23,1.992,0,9.175,9.093,52.769,44.523,49.535,46.996,40.27,0.593,39
1142,22,28.037,1.778,2409.6,7.532,9.699,153.81,128.33,1.953,0,9.139,9.055,66.934,44.609,49.543,47.004,40.258,0.597,40
1142,23,27.959,1.776,2411.6,7.698,9.684,153.65,128.17,2.055,0,9.104,9.024,66.934,44.617,49.535,47.008,40.273,0.619,41
1142,24,27.587,1.752,2411.6,7.528,9.667,153.59,128.09,2.047,0,9.122,9.038,66.771,44.609,49.508,47.008,40.273,0.628,42
1467,1,46.868,2.759,2885,0.003,9.69,191.25,0.039,0,1.509,9.593,9.491,68.347,40.387,46.609,44.379,33.848,0.601,43
1467,2,46.821,2.747,2914,0.001,9.679,191.12,0,0,1.515,9.609,9.502,0,40.453,46.57,44.348,33.844,0.632,44
1467,3,46.768,2.731,2917.8,0.003,9.697,191.06,0,0,1.514,9.582,9.483,0,40.371,46.566,44.34,33.855,0.649,45
1467,4,47.15,2.757,2914,0.001,9.706,191.09,0,0,1.58,9.566,9.456,0,40.375,46.547,44.348,33.773,0.656,46
1467,5,47.06,2.767,2914,0.003,9.696,191.22,0,0,1.591,9.594,9.493,0,40.375,46.566,44.336,33.762,0.664,47
1467,6,47.025,2.755,2921,0.001,9.695,191.11,0,0,1.626,9.615,9.517,0,40.285,46.555,44.336,33.773,0.669,48
1467,7,46.981,2.752,2915.8,0.003,9.689,191.09,0,0,1.604,9.575,9.471,0,40.348,46.559,44.348,33.773,0.67,49
1467,8,47.06,2.753,2917.8,0.005,9.698,191.27,0,0,1.562,9.556,9.45,0,40.371,46.574,44.363,33.777,0.671,50
1467,9,47.006,2.758,2915.8,0.001,9.67,191.24,0,0,1.562,9.585,9.479,0,40.27,46.547,44.309,33.754,0.684,51
1467,10,46.892,2.747,2518,10.94,9.676,149.6,122.45,2.875,2.982,9.606,9.502,66.794,40.285,46.531,44.32,33.781,0.677,52
1467,11,46.988,2.747,2310,7.927,9.681,145.31,119.5,2.211,4.148,9.56,9.46,66.794,40.359,46.516,44.32,33.805,0.645,53
1467,12,46.972,2.747,2305.8,8.114,9.687,145.19,119.13,2.273,2.894,9.553,9.434,68.84,40.363,46.5,44.312,33.789,0.622,54
1467,13,47.023,2.75,2299.8,7.902,9.686,145.29,119.47,2.141,2.713,9.592,9.486,68.84,40.281,46.457,44.32,33.777,0.62,55
1467,14,46.743,2.746,2303.6,7.876,9.675,145.1,119.16,2.25,3.038,9.608,9.5,68.283,40.285,46.461,44.301,33.789,0.599,56
1467,15,46.797,2.745,2304,7.953,9.694,145.09,119.06,2.141,1.397,9.575,9.469,68.283,40.215,46.395,44.312,33.793,0.587,57
1467,16,47.109,2.77,2299.8,7.773,9.683,145.21,119.37,2.172,1.346,9.58,9.466,68.139,40.285,46.383,44.312,33.687,0.575,58
1467,17,47.162,2.78,2299.8,7.988,9.681,145.01,119.05,2.273,1.324,9.619,9.519,68.139,40.203,46.316,44.309,33.707,0.573,59
1467,18,47.137,2.777,2301.8,7.881,9.693,145.11,119.23,2.219,1.285,9.625,9.521,67.999,40.199,46.301,44.312,33.707,0.568,60
1667,1,47.206,2.155,2920,0,10.179,191.6,0.094,0,9.734,9.967,9.846,67.672,35.648,41.316,38.445,30.613,0.558,1
1667,2,47.446,2.146,2953.2,0.003,10.208,191.62,0,0,9.684,9.931,9.812,0,35.68,41.312,38.414,30.605,0.568,2
1667,3,47.156,2.148,2951.2,0,10.182,191.54,0,0,9.705,9.932,9.81,0,35.598,41.328,38.414,30.602,0.576,3
1667,4,47.301,2.175,2952,0.001,10.181,191.46,0,0,9.729,9.974,9.853,0,35.508,41.25,38.426,30.605,0.58,4
1667,5,47.594,2.182,2951.8,0.001,10.224,191.44,0,0,9.729,9.95,9.828,0,35.516,41.262,38.508,30.613,0.581,5
1667,6,47.463,2.165,2952.2,0,10.196,191.46,0,0,9.67,9.918,9.802,0,35.422,41.242,38.496,30.605,0.584,6
1667,7,47.537,2.17,2951.4,0.003,10.182,191.55,0,0,9.727,9.95,9.825,0,35.414,41.211,38.508,30.613,0.585,7
1667,8,47.594,2.171,2951.8,0,10.186,191.44,0,0,9.701,9.955,9.84,0,35.328,41.18,38.5,30.621,0.589,8
1667,9,47.202,2.149,2952,0.001,10.182,191.48,0,0,9.678,9.91,9.772,0,35.32,41.148,38.512,30.621,0.586,9
1667,10,47.136,2.129,2531.4,11.736,10.181,152.84,124.69,3.531,10.132,9.908,9.794,68.925,35.242,41.129,38.418,30.633,0.593,10
1667,11,47.169,2.135,2366.8,8.138,10.18,147.06,121.02,2.391,10.171,9.931,9.823,68.925,35.254,41.137,38.445,30.652,0.578,11
1667,12,47.147,2.142,2358.6,8.064,10.169,146.81,120.65,2.414,10.146,9.912,9.801,68.201,35.25,41.129,38.445,30.629,0.556,12
1667,13,47.131,2.129,2357.2,7.863,10.174,146.66,120.49,2.328,10.097,9.88,9.769,68.201,35.25,41.141,38.512,30.641,0.554,13
1667,14,47.408,2.159,2355.4,7.833,10.167,146.69,120.81,2.32,10.154,9.923,9.809,67.616,35.332,41.137,38.508,30.633,0.542,14
1667,15,47.359,2.153,2354,7.934,10.176,146.76,120.51,2.375,10.163,9.941,9.822,67.616,35.332,41.148,38.52,30.645,0.546,15
1667,16,47.655,2.184,2355.6,7.993,10.192,146.53,120.57,2.445,10.148,9.914,9.792,67.633,35.414,41.156,38.531,30.629,0.541,16
1667,17,47.138,2.169,2352.2,7.817,10.169,146.66,120.72,2.273,10.149,9.92,9.802,67.633,35.414,41.148,38.559,30.641,0.526,17
1667,18,47.382,2.183,2355.2,7.953,10.187,146.69,120.52,2.352,10.169,9.957,9.839,67.525,35.402,41.148,38.613,30.641,0.514,18
1004,1,27.577,1.749,2794,0,9.648,190.23,0.219,0,0,9.023,8.939,66.441,45.98,50.77,48.016,41.324,0.612,19
1004,2,27.503,1.742,2891.2,0.003,9.631,190.5,0.062,0,0,9.059,8.978,0,45.883,50.766,48.031,41.312,0.632,20
1004,3,27.471,1.741,2894.6,0.001,9.631,190.56,0,0,0,9.071,8.987,0,45.801,50.754,48.023,41.328,0.668,21
1004,4,27.531,1.743,2893.2,0.001,9.644,190.34,0,0,0,9.033,8.951,0,45.723,50.695,48.02,41.328,0.673,22
1004,5,27.563,1.733,2891.2,0.003,9.651,190.52,0,0,0,9.007,8.932,0,45.723,50.656,48.02,41.328,0.671,23
1004,6,27.563,1.74,2890.2,0.003,9.646,190.39,0,0,0,9.015,8.948,0,45.648,50.656,48.031,41.402,0.669,24
104,1,19.748,1.504,2768.2,0.005,9.3,189.87,0.141,0,0,8.603,8.541,70.364,53.402,57.926,54.793,48.781,0.619,25
104,2,19.809,1.504,2839.8,0.003,9.29,190.14,0,0,0,8.574,8.515,0,53.406,57.91,54.816,48.734,0.654,26
104,3,19.709,1.505,2838,0.001,9.276,190.2,0,0,0,8.582,8.536,0,53.32,57.859,54.805,48.742,0.71,27
104,4,19.916,1.517,2841.6,0.006,9.264,190.27,0,0,0,8.609,8.567,0,53.234,57.816,54.816,48.727,0.73,28
104,5,19.847,1.513,2839.6,0.003,9.285,190.16,0,0,0,8.635,8.585,0,53.164,57.773,54.809,48.727,0.746,29
104,6,19.748,1.504,2839.6,0.001,9.266,190.22,0,0,0,8.62,8.56,0,53.086,57.758,54.816,48.734,0.758,30
104,7,19.801,1.506,2839.6,0,9.254,190.2,0,0,0,8.574,8.516,0,52.992,57.719,54.82,48.781,0.833,31
104,8,19.875,1.514,2839.6,0,9.267,190.18,0,0,0,8.58,8.528,0,52.953,57.68,54.816,48.746,0.911,32
104,9,19.776,1.493,2838,0,9.231,190.14,0,0,0,8.585,8.528,0,52.887,57.609,54.805,48.742,0.913,33
104,10,19.676,1.501,2404.6,12.522,9.268,149.46,121.36,3.305,0,8.58,8.533,75.396,52.82,57.57,54.789,48.773,0.956,34
104,11,19.689,1.505,2202,7.779,9.206,141.99,116.48,2.078,0,8.62,8.564,75.396,52.848,57.566,54.809,48.758,0.839,35
104,12,19.771,1.502,2204,7.768,9.216,141.77,116.41,2,0,8.625,8.558,68.383,52.809,57.527,54.797,48.762,0.773,36
104,13,19.976,1.522,2204,7.754,9.243,142.05,116.59,2.031,0,8.608,8.552,68.383,52.844,57.57,54.902,48.77,0.732,37
104,14,19.829,1.529,2205.6,7.763,9.243,142.02,116.64,1.969,0,8.578,8.528,68.441,52.91,57.586,54.883,48.758,0.69,38
104,15,19.918,1.524,2201.8,7.739,9.27,141.84,116.44,2.078,0,8.561,8.499,68.441,52.961,57.586,54.887,48.746,0.669,39
104,16,20.118,1.548,2201.8,7.754,9.258,141.71,116.34,1.945,0,8.587,8.514,68.405,52.98,57.629,54.969,48.758,0.651,40
104,17,19.903,1.54,2203.6,7.753,9.216,142.05,116.56,2.008,0,8.63,8.561,68.405,53.098,57.668,54.965,48.809,0.648,41
104,18,20.067,1.55,2203.6,7.753,9.237,141.98,116.48,2.047,0,8.64,8.587,68.347,53.168,57.66,54.969,48.824,0.634,42
104,19,20.05,1.538,2203.8,7.743,9.261,141.98,116.66,2.023,0,8.619,8.563,68.347,53.152,57.687,54.996,48.801,0.634,43
104,20,20.022,1.549,2340.2,7.841,9.297,152.43,127,2.109,0,8.616,8.566,69.812,53.227,57.707,55.008,48.801,0.639,44
104,21,20.004,1.548,2339.8,7.826,9.286,152.27,127.16,2,0,8.592,8.549,69.812,53.242,57.734,55.035,48.797,0.657,45
104,22,20.087,1.542,2339.8,7.726,9.287,152.25,126.96,1.977,0,8.588,8.524,69.755,53.309,57.746,55.023,48.812,0.655,46
104,23,19.953,1.546,2339.6,7.69,9.262,152.34,127,1.992,0,8.606,8.548,69.755,53.391,57.746,55.023,48.812,0.657,47
104,24,20.075,1.544,2337.8,7.693,9.249,152.4,127,2.023,0,8.634,8.579,69.883,53.406,57.746,54.98,48.797,0.649,48
104,25,19.928,1.543,2339.8,7.737,9.265,152.41,126.86,2.023,0,8.634,8.582,69.883,53.402,57.758,55.012,48.812,0.646,49
104,26,19.951,1.536,2338,7.751,9.296,152.16,126.91,1.969,0,8.613,8.558,69.917,53.406,57.746,54.973,48.82,0.649,50
104,27,19.933,1.526,2339.8,7.672,9.273,152.27,126.86,2.172,0,8.595,8.543,69.917,53.391,57.746,54.969,48.824,0.652,51
104,28,19.791,1.512,2339.6,7.653,9.267,152.19,126.65,1.922,0,8.59,8.545,69.979,53.395,57.785,54.945,48.828,0.648,52
104,29,19.672,1.512,2337.6,7.796,9.267,152.16,127.03,1.969,0,8.614,8.55,69.979,53.391,57.777,54.859,48.848,0.643,53
104,30,19.712,1.519,2471.4,7.624,9.264,162.04,136.77,2.062,0,8.622,8.564,56.977,53.395,57.801,54.883,48.848,0.645,54
104,31,19.358,1.481,2468,7.716,9.247,161.9,136.86,2.008,0,8.66,8.604,56.977,53.406,57.816,54.883,48.848,0.651,55
104,32,19.436,1.504,2471.8,7.671,9.257,161.77,136.78,1.812,0,8.641,8.58,70.759,53.422,57.852,54.789,48.793,0.653,56
104,33,19.508,1.504,2470,7.72,9.266,161.91,136.62,1.992,0,8.611,8.552,70.759,53.496,57.895,54.793,48.801,0.646,57
104,34,19.566,1.496,2473.4,7.697,9.262,162.03,136.37,1.922,0,8.594,8.547,70.819,53.5,57.914,54.789,48.812,0.654,58
104,35,19.447,1.506,2469.8,7.563,9.256,161.96,136.6,1.937,0,8.613,8.553,70.819,53.5,57.937,54.797,48.824,0.65,59
104,36,19.43,1.484,2471.6,7.604,9.256,161.95,136.56,2.023,0,8.621,8.579,70.741,53.555,57.945,54.777,48.797,0.642,60
1667,1,47.206,2.155,2920,0,10.179,191.6,0.094,0,9.734,9.967,9.846,67.672,35.648,41.316,38.445,30.613,0.558,1
1667,2,47.446,2.146,2953.2,0.003,10.208,191.62,0,0,9.684,9.931,9.812,0,35.68,41.312,38.414,30.605,0.568,2
1667,3,47.156,2.148,2951.2,0,10.182,191.54,0,0,9.705,9.932,9.81,0,35.598,41.328,38.414,30.602,0.576,3
1667,4,47.301,2.175,2952,0.001,10.181,191.46,0,0,9.729,9.974,9.853,0,35.508,41.25,38.426,30.605,0.58,4
1667,5,47.594,2.182,2951.8,0.001,10.224,191.44,0,0,9.729,9.95,9.828,0,35.516,41.262,38.508,30.613,0.581,5
1667,6,47.463,2.165,2952.2,0,10.196,191.46,0,0,9.67,9.918,9.802,0,35.422,41.242,38.496,30.605,0.584,6
1667,7,47.537,2.17,2951.4,0.003,10.182,191.55,0,0,9.727,9.95,9.825,0,35.414,41.211,38.508,30.613,0.585,7
1667,8,47.594,2.171,2951.8,0,10.186,191.44,0,0,9.701,9.955,9.84,0,35.328,41.18,38.5,30.621,0.589,8
1667,9,47.202,2.149,2952,0.001,10.182,191.48,0,0,9.678,9.91,9.772,0,35.32,41.148,38.512,30.621,0.586,9
1667,10,47.136,2.129,2531.4,11.736,10.181,152.84,124.69,3.531,10.132,9.908,9.794,68.925,35.242,41.129,38.418,30.633,0.593,10
1667,11,47.169,2.135,2366.8,8.138,10.18,147.06,121.02,2.391,10.171,9.931,9.823,68.925,35.254,41.137,38.445,30.652,0.578,11
1667,12,47.147,2.142,2358.6,8.064,10.169,146.81,120.65,2.414,10.146,9.912,9.801,68.201,35.25,41.129,38.445,30.629,0.556,12
1667,13,47.131,2.129,2357.2,7.863,10.174,146.66,120.49,2.328,10.097,9.88,9.769,68.201,35.25,41.141,38.512,30.641,0.554,13
1667,14,47.408,2.159,2355.4,7.833,10.167,146.69,120.81,2.32,10.154,9.923,9.809,67.616,35.332,41.137,38.508,30.633,0.542,14
1667,15,47.359,2.153,2354,7.934,10.176,146.76,120.51,2.375,10.163,9.941,9.822,67.616,35.332,41.148,38.52,30.645,0.546,15
1667,16,47.655,2.184,2355.6,7.993,10.192,146.53,120.57,2.445,10.148,9.914,9.792,67.633,35.414,41.156,38.531,30.629,0.541,16
1667,17,47.138,2.169,2352.2,7.817,10.169,146.66,120.72,2.273,10.149,9.92,9.802,67.633,35.414,41.148,38.559,30.641,0.526,17
1667,18,47.382,2.183,2355.2,7.953,10.187,146.69,120.52,2.352,10.169,9.957,9.839,67.525,35.402,41.148,38.613,30.641,0.514,18
1667,19,47.547,2.18,2356.2,7.869,10.187,146.59,120.43,2.57,10.184,9.939,9.819,67.525,35.426,41.164,38.621,30.633,0.522,19
1667,20,47.642,2.183,2487.2,7.823,10.196,156.71,130.65,2.336,10.116,9.91,9.797,55.005,35.504,41.074,38.633,30.652,0.529,20
1667,21,47.374,2.207,2490.2,7.943,10.19,156.61,130.56,2.328,10.187,9.945,9.83,55.005,35.516,41.074,38.59,30.641,0.53,21
1667,22,47.688,2.187,2491.6,7.84,10.214,156.63,130.46,2.414,10.169,9.964,9.843,68.372,35.504,41.156,38.695,30.645,0.54,22
1667,23,47.655,2.192,2490.2,7.629,10.192,156.69,130.64,2.391,10.155,9.918,9.793,68.372,35.504,41.164,38.586,30.641,0.542,23
1667,24,47.678,2.179,2493.2,7.859,10.181,156.66,130.77,2.281,10.137,9.925,9.81,68.524,35.516,41.156,38.594,30.652,0.541,24
1667,25,47.641,2.189,2491.2,7.896,10.185,156.61,130.54,2.297,10.18,9.957,9.832,68.524,35.508,41.184,38.656,30.652,0.543,25
1667,26,47.679,2.195,2491.6,7.898,10.189,156.58,130.63,2.383,10.151,9.93,9.819,68.382,35.574,41.121,38.594,30.641,0.54,26
